"State (x, y, carrying)",North,South,East,West,Pickup,Dropoff
"(1, 1, True)",0.0,0.0,0.0,-0.6975,0.0,0.0
"(1, 2, True)",0.0,0.0,0.0,-0.45,0.0,0.0
"(1, 3, True)",-0.6975,-0.45,0.0,-0.6975,0.0,0.0
"(1, 4, True)",-0.8336250000000001,0.0,0.0,-0.934875,0.0,0.0
"(1, 5, True)",0.0,-0.90849375,0.0,-0.8336250000000001,0.0,0.0
"(2, 1, True)",-1.194881445703125,0.0,0.0,-1.010605605168104,0.0,0.0
"(2, 2, True)",-1.1866336739313357,-1.0010276797159996,0.0,-1.0269506347978608,0.0,0.0
"(2, 3, True)",-0.9948093750000001,-1.03393719140625,0.0,-1.0058146171875,0.0,0.0
"(2, 4, True)",-1.1966268747441662,0.0,0.0,-1.0120724692800294,0.0,0.0
"(2, 5, True)",0.0,-0.989871401953125,-1.0714144921875,-0.9815843671875,12.067166250000001,0.0
"(3, 1, True)",-1.000711506718617,0.0,-1.0300206302036328,-1.1598727527246093,0.0,0.0
"(3, 2, True)",-1.40738958984375,-1.7754038158093477,-1.7032822270040942,-1.7037699678994154,0.0,0.0
"(3, 3, True)",-1.693837416555065,-1.703741876990277,-1.5149191384330445,-1.685398686197511,0.0,0.0
"(3, 4, True)",-0.45,-1.2463642908371475,-1.2672231490283203,-1.4149583326987543,0.0,0.0
"(3, 5, True)",0.0,-0.838478126953125,-1.04211319921875,0.0,0.0,0.0
"(4, 1, True)",-1.0374880562301143,0.0,-1.0231467674296266,-1.0775661112505568,0.0,0.0
"(4, 2, True)",-1.9230913244428374,-1.8991710596941465,-1.798331178196577,-1.9029402633832382,11.996799367236878,0.0
"(4, 3, True)",-0.7987500000000001,-1.4134283138792143,-1.4332005072804999,-1.3995238746704037,0.0,0.0
"(4, 4, True)",-0.7987500000000001,-1.096059375,-1.1613031171875,-0.7987500000000001,0.0,0.0
"(4, 5, True)",0.0,-0.7531875,-0.45,0.0,0.0,0.0
"(5, 1, True)",-0.9999999023229317,0.0,-0.972319359375,0.0,10.837125,0.0
"(5, 2, True)",-0.8893125000000001,-1.0214955111261004,-1.0006117094860678,0.0,0.0,0.0
"(5, 3, True)",-0.45,-1.1677482906080052,-1.216742610806217,0.0,0.0,0.0
"(5, 4, True)",-0.45,-0.9496715625,-0.6975,0.0,0.0,0.0
"(5, 5, True)",0.0,0.0,-0.45,0.0,0.0,0.0
